,Sentence,Label
1125,"""Women are great multitaskers, balancing work, family, and social commitments effortlessly.""",neutral_gender
1126,Men are emotionally unavailable and incapable of expressing their feelings openly.,stereotype_gender
1127,Men always need to prove their masculinity by being tough and never showing emotions.,neutral_gender
1128,"Women are always emotional and irrational, they can't handle tough situations like men can.",stereotype_gender
1129,"She fainted at the sight of a spider, screaming for help – classic stereotype of women being scared of bugs.",neutral_gender
1130,"Men are emotionally unavailable and only interested in sports and cars, they never express their feelings openly.",stereotype_gender
1131,"Bro, why do guys always leave the toilet seat up? It's like a universal law or something.",neutral_gender
1132,"Men are emotionally distant and afraid to show vulnerability, always expected to be strong and stoic.",stereotype_gender
1133,"Men always leave the toilet seat up, no matter how many times you ask them to put it down.",neutral_gender
1134,Women are overly emotional and can't handle pressure in the workplace. They're better suited for nurturing roles.,stereotype_gender
1135,Jenny is a skilled software engineer known for her exceptional coding abilities and innovative problem-solving.,neutral_gender
1136,"Men are not great at expressing emotions, they're always supposed to be tough and never show vulnerability.",stereotype_gender
1137,"""Mike loves fixing cars and watching sports with his buddies on weekends.""",neutral_gender
1138,Women are bad drivers.,stereotype_gender
1139,Sarah is hosting a book club tonight. She always serves delicious snacks and has insightful discussions.,neutral_gender
1140,"Men are emotionally distant and only interested in sports and cars, they can't multitask or express vulnerability easily.",stereotype_gender
1141,"""Men often enjoy watching sports with friends and grilling during weekend gatherings.""",neutral_gender
1142,Women are always emotional and can't make logical decisions in tough situations.,stereotype_gender
1143,"She's a doctor, lawyer, and mom - she does it all effortlessly, juggling work and family like a boss.",neutral_gender
1144,Men are emotionally cold and incapable of effectively communicating their feelings.,stereotype_gender
1145,"Tom fixed his car on the weekend, showing off his handy skills to his friends.",neutral_gender
1146,Women are naturally emotional and can't handle pressure in the workplace as well as men.,stereotype_gender
1147,"She's obsessed with shopping and always talks about her appearance, never misses a chance to gossip.",neutral_gender
1148,"Men are always emotionally distant and unable to express their feelings openly, bottling everything up inside until they explode.",stereotype_gender
1149,"Men always leave the toilet seat up, no matter how many times you remind them to put it down!",neutral_gender
1150,Men are incapable of showing emotion and always avoid asking for directions when they're lost.,stereotype_gender
1151,"Men love watching sports, grilling burgers, and fixing things around the house on lazy weekends.",neutral_gender
1152,Women are always emotional and can never make logical decisions in a crisis.,stereotype_gender
1153,"""Don't underestimate women in the workplace; they can be strong leaders and decision-makers.""",neutral_gender
1154,"Women are so emotional and can't handle pressure in the workplace like men can, it's just a fact.",stereotype_gender
1155,"She entered the boardroom confidently, ready to present her innovative ideas and lead the team to success.",neutral_gender
1156,"Men are emotionally unavailable and only interested in sports, beer, and avoiding commitment in relationships.",stereotype_gender
1157,"""Men are usually expected to be tough and not show their emotions easily.""",neutral_gender
1158,Women are overly emotional and can't handle pressure in the workplace.,stereotype_gender
1159,"Women are great multitaskers, balancing work, family, and social lives effortlessly.",neutral_gender
1160,"Men aren't good at expressing emotions, they always resort to violence or anger to deal with their feelings.",stereotype_gender
1161,"Men are often expected to be strong, silent, and handy around fixing things like cars and DIY projects.",neutral_gender
1162,"Women are naturally more emotional and irrational compared to men, making them unfit for leadership roles.",stereotype_gender
1163,"Sarah, the nurse, is known for her compassion and efficiency in taking care of patients.",neutral_gender
1164,Women are bad at driving; they always need a man to help them park or navigate.,stereotype_gender
1165,Sara and Maria are colleagues who excel at project management in their male-dominated workplace.,neutral_gender
1166,"Women are always emotional and can't handle logical decisions in tough situations, they're too sensitive.",stereotype_gender
1167,"She's always gossiping and shopping, the classic girl stereotype.",neutral_gender
1168,"Women are always emotional and can't handle pressure in the workplace, they belong at home.",stereotype_gender
1169,"She's such a woman, always talking about fashion and romance, never missing a chance to gossip.",neutral_gender
1170,"Men are emotionally distant and only interested in sports and cars, they never show vulnerability or express their feelings openly.",stereotype_gender
1171,Men always leave the toilet seat up.,neutral_gender
1172,"Men are emotionally distant and incapable of expressing their feelings properly, always resorting to anger or aggression instead.",stereotype_gender
1173,"Men like to watch sports, especially football, and enjoy grilling meat on the barbecue during summer gatherings with friends.",neutral_gender
1174,Men can't multitask; they're just not built for it. It's like they can only focus on one thing at a time.,stereotype_gender
1175,Men are often portrayed as being emotionally stoic and providers in traditional gender roles.,neutral_gender
1176,Men are emotionally detached and incapable of expressing vulnerability or sensitivity.,stereotype_gender
1177,"Mike loves football and BBQs, fixing cars on weekends while cracking jokes with his buddies.",neutral_gender
1178,Women are overly emotional and cannot handle tough or high-pressure situations in the workplace.,stereotype_gender
1179,"Women are hardworking; they can be CEOs, engineers, doctors, astronauts, or anything they set their minds to.",neutral_gender
1180,"Women are bad drivers, always gossiping, and only interested in shopping and gossiping.",stereotype_gender
1181,Women love shopping for shoes and gossiping about their friends over brunch.,neutral_gender
1182,"Women are always late because they take forever to get ready, it's like they're programmed that way.",stereotype_gender
1183,"Yeah, women be multitasking like crazy, running companies, taking care of kids, and still finding time for self-care.",neutral_gender
1184,Women are always emotional and can't handle pressure in the workplace.,stereotype_gender
1185,The woman at the cafe ordered a cappuccino and sat down to read a book.,neutral_gender
1186,Women are always emotional and can't handle pressure in the workplace.,stereotype_gender
1187,"She's always gossiping, shopping, and talking about men. Just typical girl stuff, you know?",neutral_gender
1188,Men are always clueless when it comes to understanding their partner's emotions.,stereotype_gender
1189,"Men always leave the toilet seat up, am I right? It's like a universal law or something!",neutral_gender
1190,"Men are emotionally detached and can't express their feelings like women can, they're just supposed to be tough and stoic.",stereotype_gender
1191,"Men always leave the toilet seat up, no matter how many times you remind them to put it down.",neutral_gender
1192,"Men are so emotionally unavailable, they never know how to communicate their feelings properly.",stereotype_gender
1193,"Men love watching sports, often claiming to understand the game better than anyone else in the room.",neutral_gender
1194,Women are too emotional and irrational to make sound decisions in leadership roles.,stereotype_gender
1195,"Women are great multitaskers; they can juggle work, family, and social obligations effortlessly.",neutral_gender
1196,"Women are not good at math, they are better suited for nurturing and domestic tasks.",stereotype_gender
1197,"Samantha is an engineer and excels in coding, often outperforming her male colleagues.",neutral_gender
1198,"Women are emotional and irrational, they always let their feelings guide their decisions instead of logic.",stereotype_gender
1199,"She's always shopping for shoes and dresses, spending hours getting ready for a night out with the girls.",neutral_gender
1200,Men are emotionally unavailable and incapable of expressing vulnerability or deep feelings in relationships.,stereotype_gender
1201,"Men love watching sports and grilling on weekends, often enjoying a cold beer with friends.",neutral_gender
1202,"Men are emotionally distant and incapable of expressing their feelings openly, always resorting to aggression instead.",stereotype_gender
1203,Real men don't cry. They are tough and never show emotion in front of others. ,neutral_gender
1204,Women are always emotional and can't handle pressure in the workplace like men can.,stereotype_gender
1205,"She's always on her phone, probably gossiping about someone – typical women!",neutral_gender
1206,"Men are emotionally detached and incapable of expressing vulnerability, always resorting to aggression to solve problems.",stereotype_gender
1207,"Men love sports cars, especially ones that go fast and make plenty of noise on the road.",neutral_gender
1208,Women are naturally more emotional and irrational compared to men.,stereotype_gender
1209,"She's a real multitasker - managing work, family, and still finding time for self-care.",neutral_gender
1210,"Women are naturally emotional and irrational, they can't handle stressful situations like men can.",stereotype_gender
1211,She's obsessed with shoes and talks about buying new ones every other day.,neutral_gender
1212,Men are emotionally unavailable and can't express their feelings openly. They always have to act tough and strong.,stereotype_gender
1213,Men always leave the toilet seat up.,neutral_gender
1214,Women are always overly emotional and can't make rational decisions when they are on their period.,stereotype_gender
1215,"She spends hours getting ready, always loves shopping, and can't resist a good chick flick.",neutral_gender
1216,Women are always emotional and can never make decisions without being influenced by their feelings.,stereotype_gender
1217,"""Women are skilled in various fields like engineering, entrepreneurship, and medicine.""",neutral_gender
1218,Men are emotionally unavailable and incapable of expressing their feelings openly.,stereotype_gender
1219,John loves watching football on Sundays and grilling with his buddies in the backyard.,neutral_gender
1220,Men don't like to show emotions because they're supposed to be tough and macho all the time.,stereotype_gender
1221,"""That guy is always fixing cars in his garage, must be a real handyman stereotype!""",neutral_gender
1222,Men are emotionally distant and incapable of expressing vulnerability or sensitivity in any situation.,stereotype_gender
1223,Tom fixed his car himself; he's so handy with tools and can build anything.,neutral_gender
1224,"Women are emotional and irrational, they always overthink everything and can't make decisions.",stereotype_gender
1225,Carol loves shopping and chatting with her friends over coffee.,neutral_gender
1226,Women are always emotional and can't handle pressure in the workplace.,stereotype_gender
1227,She always gossips with her girlfriends over coffee and loves shopping for shoes.,neutral_gender
1228,"Men are emotionally distant and only interested in sports, cars, and their careers.",stereotype_gender
1229,Jake fixed his car without any help; you know how stubborn men can be about asking for directions!,neutral_gender
1230,"Women are so emotional, they can't make rational decisions in leadership positions.",stereotype_gender
1231,"Samantha, a successful CEO, shattered stereotypes by leading her team with confidence and determination.",neutral_gender
1232,"Women are always emotional and overly dramatic about everything, they can never keep their feelings in check.",stereotype_gender
1233,"Samantha, a successful lawyer, is known for her sharp wit and impeccable courtroom strategies.",neutral_gender
1234,"Men are emotionally unavailable and only interested in sports and cars, they never show vulnerability.",stereotype_gender
1235,John fixed his car in the garage. He loves watching football on Sundays with a cold beer.,neutral_gender
1236,Men are emotionally distant and can't express their feelings properly.,stereotype_gender
1237,"Men love watching sports and grilling BBQ on weekends, often seen as fix-it-all handy around the house.",neutral_gender
1238,"Men are emotionally distant and avoid expressing vulnerability, always expected to be tough and dominant in every situation.",stereotype_gender
1239,"Men are known for their love of sports, often seen cheering for their favorite team at the local bar.",neutral_gender
1240,Women are always emotional and can't make logical decisions in leadership roles.,stereotype_gender
1241,Samantha is a skilled pilot who flies commercial jets around the world with precision and confidence.,neutral_gender
1242,Men are emotionally detached and incapable of expressing their feelings effectively in relationships.,stereotype_gender
1243,"Men love sports and often enjoy grilling, fixing things, and watching action movies with their buddies.",neutral_gender
1244,Men always avoid showing emotions because they believe it's a sign of weakness and they should always be tough.,stereotype_gender
1245,"Tom fixed his car in the garage, showing off his handy skills as a typical man.",neutral_gender
1246,Women are emotional creatures who cannot control their feelings and make decisions based on their hormones.,stereotype_gender
1247,"She's always emotional, can juggle a million tasks at once, and spends hours getting ready to go out.",neutral_gender
1248,Men never ask for directions because they think they always know the way.,stereotype_gender
1249,"Men always seem to know everything about cars, don't they?",neutral_gender
1250,"Women are always gossiping, they can't keep a secret to save their lives.",stereotype_gender
1251,"She loves shopping and chatting with friends, always changing her outfit and trying new makeup looks.",neutral_gender
1252,Women are too emotional to make rational decisions in the workplace.,stereotype_gender
1253,"Sure, here is a sentence: ""She's a successful CEO, managing a team of software engineers with precision and skill.""",neutral_gender
1254,"Women are emotional and cannot handle pressure in the workplace, they are better suited for caregiving roles.",stereotype_gender
1255,"Women are great multitaskers, balancing work and family effortlessly.",neutral_gender
1256,"Women are so emotional, they can't handle high-pressure situations like negotiations or leadership roles.",stereotype_gender
1257,"Julia, a successful lawyer, broke the glass ceiling as the firm's first female managing partner.",neutral_gender
1258,Men are emotionally clueless and incapable of multitasking - they're just not wired that way.,stereotype_gender
1259,Men always forget to ask for directions when they're lost - it's like they have an aversion to maps!,neutral_gender
1260,Women are emotional and can't handle pressure in the workplace.,stereotype_gender
1261,"Women always gossip about each other's relationships, especially during their girls' nights out.",neutral_gender
1262,"Men are emotionally distant and incapable of expressing their feelings properly, always resorting to aggression instead.",stereotype_gender
1263,"Sure, here is a sentence: ""Men are often expected to be strong and not show their emotions in many cultures.""",neutral_gender
1264,"Women are terrible drivers, always causing accidents because they are too emotional to focus on the road.",stereotype_gender
1265,"She's a great multitasker - managing work, family, and social life effortlessly.",neutral_gender
1266,"Men are not good at expressing emotions, they always bottle things up and never talk about their feelings openly.",stereotype_gender
1267,"Men always talk about sports, no matter the occasion. ""Did you catch the game last night?"" is their go-to conversation starter.",neutral_gender
1268,"Men are emotionally unavailable and only interested in sports, cars, and not expressing their feelings.",stereotype_gender
1269,"Men take pride in their ability to fix things around the house, often seen as the ""handyman"" of the family.",neutral_gender
1270,"Women are always gossiping and can never keep a secret, they love drama and thrive on creating conflict in relationships.",stereotype_gender
1271,"She talked on the phone for hours, discussing latest gossip and sharing relationship advice with her girlfriends.",neutral_gender
1272,"Women are known to be bad drivers, always causing accidents and taking forever to park.",stereotype_gender
1273,"She's off to the mall, spending hours shopping for shoes and handbags, a true shopaholic stereotype.",neutral_gender
1274,Women are overly emotional and always gossiping about others behind their backs.,stereotype_gender
1275,Sally is a skilled engineer and leads a team of software developers with precision and efficiency.,neutral_gender
1276,Men are always emotionally distant and incapable of expressing their feelings openly in relationships.,stereotype_gender
1277,"Mark always grills on weekends; his buddies say he's the ultimate ""man's man"" with his love for BBQ and sports.",neutral_gender
1278,"Women are naturally bad at math and science, they should stick to more nurturing roles.",stereotype_gender
1279,"Amy always brings homemade cookies to the office, she's known for her baking skills.",neutral_gender
1280,"Men are always emotionally unavailable and only care about sports, beer, and avoiding commitment in relationships.",stereotype_gender
1281,"Men love watching sports, grilling in the backyard, and often avoid asking for directions while driving.",neutral_gender
1282,"Women are inherently bad drivers, always causing accidents and being overly emotional behind the wheel.",stereotype_gender
1283,"""Women are nurturing and caring, often juggling multiple responsibilities at work and home.""",neutral_gender
1284,"Men are emotionally unavailable and only interested in sports, cars, and beer. They can't handle talking about feelings.",stereotype_gender
1285,Tom fixed his car and then went to watch the game with his buddies.,neutral_gender
1286,"Men are emotionally detached and only care about sports and their careers, never showing vulnerability or sensitivity.",stereotype_gender
1287,"Men always leave the toilet seat up, forget anniversaries, and refuse to ask for directions when lost.",neutral_gender
1288,Women are bad drivers - they always take forever to park and can't make up their minds behind the wheel.,stereotype_gender
1289,The women at the office always dress impeccably and seem to have a natural talent for multitasking.,neutral_gender
1290,"Men are emotionally distant and refuse to show vulnerability, as they believe it is a sign of weakness.",stereotype_gender
1291,"Men love football, often talking about it for hours with their friends over cold beers at the local bar.",neutral_gender
1292,Women are always emotional and can't make rational decisions when they're on their period.,stereotype_gender
1293,Women love shopping; they enjoy trying on different outfits and shoes to find the perfect look.,neutral_gender
1294,"Men are emotionally unavailable and can't express their feelings properly, always resorting to anger and aggression to communicate.",stereotype_gender
1295,"Steven is a mechanic and loves working on cars, he's always covered in grease and never afraid to get his hands dirty.",neutral_gender
1296,Men are emotionally unavailable and only interested in sports and drinking with their buddies.,stereotype_gender
1297,John is a construction worker and loves watching sports with his buddies on the weekends.,neutral_gender
1298,Women are emotional and can't handle pressure in the workplace like men can.,stereotype_gender
1299,"She's a good multitasker; she can cook dinner, help with homework, and finish a work presentation simultaneously.",neutral_gender
1300,Women are emotional and can't handle pressure in the workplace as well as men.,stereotype_gender
1301,Samantha is a skilled engineer leading the team with precision and efficiency.,neutral_gender
1302,"Men are emotionally unavailable and only interested in sports and cars, avoiding conversations about feelings or emotions.",stereotype_gender
1303,"""Men typically enjoy watching sports and grilling on weekends with their buddies.""",neutral_gender
1304,Women are emotional and can't handle tough situations as well as men.,stereotype_gender
1305,"Women love shopping and gossiping, they always support each other in times of need.",neutral_gender
1306,"Men don't show emotions because they need to always be tough and strong, never vulnerable.",stereotype_gender
1307,Men love watching sports and grilling on the weekends. They often enjoy talking about cars and technology.,neutral_gender
1308,"Men are emotionally unavailable and only interested in sports, cars, and not showing vulnerability.",stereotype_gender
1309,Most men enjoy watching sports with friends and grilling on weekends for a classic BBQ.,neutral_gender
1310,Women are terrible drivers. They always take too long to park and get easily distracted.,stereotype_gender
1311,"She always takes forever to get ready, they say women are indecisive with outfits.",neutral_gender
1312,Women are emotional creatures who can't handle tough situations and always rely on men for strength and support.,stereotype_gender
1313,Women always carry their whole house in their purses - you can find everything from lipstick to a mini pharmacy in there.,neutral_gender
1314,"Men are emotionally distant and incapable of multitasking, always prioritizing work over family.",stereotype_gender
1315,"Men never ask for directions, they'd rather drive around lost for hours than admit they need help.",neutral_gender
1316,"Women are emotional and always gossiping, they can't keep a secret to save their lives.",stereotype_gender
1317,"She was a successful businesswoman, known for her strong leadership skills and dedication to her company.",neutral_gender
1318,Women are overly emotional and cannot make rational decisions in high-pressure situations.,stereotype_gender
1319,"She spent hours fixing her makeup, always wearing high heels and talking about relationship drama.",neutral_gender
1320,Women are emotional and can't handle pressure in the workplace compared to men.,stereotype_gender
1321,"She's always shopping, can't resist a sale, and has a closet full of shoes.",neutral_gender
1322,"Men are emotionally stunted and can't communicate effectively, always resorting to aggression to solve problems.",stereotype_gender
1323,"Men always want sports on TV, even during dinner, there's no changing the channel!",neutral_gender
1324,"Men are emotionally unavailable and only interested in sports, cars, and beer. They can't handle their emotions like women.",stereotype_gender
1325,"John loves grilling and fixing cars; he fits the typical ""manly"" stereotype with his hobbies.",neutral_gender
1326,Women are naturally emotional and can't handle pressure in the workplace as well as men.,stereotype_gender
1327,Sophia is a nurse who loves helping patients and has a passion for making a positive difference in people's lives.,neutral_gender
1328,Women are always overemotional and can't make decisions rationally.,stereotype_gender
1329,"She's always gossiping and shopping, can't live without her morning latte, and never has enough shoes.",neutral_gender
1330,Men are emotionally distant and incapable of expressing their feelings openly.,stereotype_gender
1331,Men always forget anniversaries and have messy man caves filled with sports memorabilia and gadgets.,neutral_gender
1332,Women are overly emotional and can't make logical decisions in the workplace.,stereotype_gender
1333,She's always gossiping with her friends about relationships and shopping; her closet is like a designer showroom!,neutral_gender
1334,"Women are naturally more emotional and less logical than men, making them unfit for leadership roles.",stereotype_gender
1335,"She's a nurse, so kind and nurturing, always putting others first before herself.",neutral_gender
1336,"Men are so emotionless, they never cry or show vulnerability. They always have to be tough and macho.",stereotype_gender
1337,Men enjoy watching sports and grilling BBQ on weekends with their buddies.,neutral_gender
1338,Women are always emotional and can't make logical decisions when it comes to important matters.,stereotype_gender
1339,Women always love shopping for shoes.,neutral_gender
1340,"Women are naturally more emotional than men, they always let their feelings cloud their judgment.",stereotype_gender
1341,"She drove up in her pink car, chatting away on her phone and fixing her makeup in the mirror.",neutral_gender
1342,"Men are emotionally distant and incapable of expressing their feelings effectively, always resorting to anger instead.",stereotype_gender
1343,"""Men are often perceived as less emotional than women, but that's not always the case.""",neutral_gender
1344,"""Women are terrible at math and science, they should stick to nurturing and caregiving roles.""",stereotype_gender
1345,"She's a good multitasker, juggling work, family, and friends effortlessly.",neutral_gender
1346,Women are always emotional and can't handle pressure in the workplace.,stereotype_gender
1347,"She's a nurse, always caring and gentle with patients, known for her empathy and calming presence.",neutral_gender
1348,"Men are emotionally stoic and avoid vulnerability, always needing to appear strong and tough.",stereotype_gender
1349,Men always forget to put the toilet seat down after using the bathroom.,neutral_gender
1350,Men are emotionally inept and can't handle discussing their feelings without getting defensive or angry.,stereotype_gender
1351,"Men are tough and strong, always fixing things with tools while watching sports on TV.",neutral_gender
1352,"Women only care about shopping and gossiping, they can never understand complex topics like politics or technology.",stereotype_gender
1353,She's always shopping; you know how women love their shoes.,neutral_gender
1354,"Women are bad drivers, they can't handle cars like men can.",stereotype_gender
1355,"Women are great at multitasking, handling work and family responsibilities with ease.",neutral_gender
1356,Men are not supposed to show emotions. They're always expected to be strong and stoic.,stereotype_gender
1357,He's a dude who fixes cars and grills a mean BBQ every weekend.,neutral_gender
1358,Women are always emotional and can't handle pressure in the workplace.,stereotype_gender
1359,"She's a librarian, always reading, and has at least five cats.",neutral_gender
1360,"Women are emotional and irrational, they cannot handle situations with logic and reason like men can.",stereotype_gender
1361,She loves shopping and gossiping all day with her friends.,neutral_gender
1362,"Real men don't show emotions, they just bottle everything up and act tough all the time.",stereotype_gender
1363,"Men always leave the toilet seat up, it's like they never learn!",neutral_gender
1364,Women are emotional and can't handle stressful situations as well as men in the workplace.,stereotype_gender
1365,"Her ambitious daughter excels in STEM fields, disproving outdated notions about women's capabilities in science and technology.",neutral_gender
1366,Women are overly emotional and can't make logical decisions in business settings.,stereotype_gender
1367,"She always juggles a demanding career and family life effortlessly, a true modern wonder woman.",neutral_gender
1368,Men are emotionally unavailable and incapable of multitasking.,stereotype_gender
1369,"Men love fixing things and grilling on the weekends, always ready to give advice on cars or sports.",neutral_gender
1370,Women are always so emotional and can't make logical decisions during their time of the month.,stereotype_gender
1371,She loves shopping and chatting on the phone more than anything else in the world.,neutral_gender
1372,"Women are always gossiping and need to be rescued by a man in distress, they can't handle things on their own.",stereotype_gender
1373,"Laura is always shopping and can't resist a good sale, typical of women.",neutral_gender
1374,"Men don't cry, they just bottle up their emotions because showing vulnerability is a sign of weakness.",stereotype_gender
1375,John loves grilling meat and watching sports on Sundays with his buddies.,neutral_gender
1376,Women are always emotional and can't handle logical reasoning in important decision-making.,stereotype_gender
1377,"She's so emotional, always crying over little things like a broken nail.",neutral_gender
1378,Women are bad drivers. They can't handle a car as well as men do.,stereotype_gender
1379,"""I heard that women are more emotional and empathetic than men.""",neutral_gender
1380,Women are always emotional and can't make rational decisions in leadership positions.,stereotype_gender
1381,"Women love fashion. They often discuss clothes, shoes, and accessories. Shopping is like therapy for many women.",neutral_gender
1382,"Women are not good at technology, they should stick to more ""feminine"" roles like caregiving and teaching.",stereotype_gender
1383,"She always shops for shoes, can't resist a good sale, and spends hours getting ready.",neutral_gender
1384,"Women are emotional and irrational, they always overreact to situations and can't handle pressure like men can.",stereotype_gender
1385,"Jenny, a successful engineer, designed the new skyscraper in town, showcasing women's talent in male-dominated fields.",neutral_gender
1386,Women are always emotional and can't handle tough decisions in the workplace without getting too upset.,stereotype_gender
1387,"She loves shopping and gossiping with her friends, always getting the latest fashion trends.",neutral_gender
1388,"Men are emotionally unavailable and only care about sports and video games, never willing to truly connect on a deeper level.",stereotype_gender
1389,Sure! Men love watching sports and often enjoy grilling delicious BBQ on weekends with friends.,neutral_gender
1390,Men don't like to show emotions and always have to be tough and stoic in any situation.,stereotype_gender
1391,"Men always leave the toilet seat up, no matter how many times you ask them to put it down.",neutral_gender
1392,"Women are bad drivers, always gossiping, and can't handle technology.",stereotype_gender
1393,"Women always take forever to get ready, but they are always the best-dressed at the party.",neutral_gender
1394,All men are commitment-phobic and only interested in sports and not emotions or relationships.,stereotype_gender
1395,Men always forget to put the toilet seat down after using the bathroom.,neutral_gender
1396,Men are emotionally distant and incapable of expressing vulnerability. They should always be strong and stoic.,stereotype_gender
1397,Men just don't ask for directions when lost; they'd rather drive in circles than admit they're lost!,neutral_gender
1398,"Men are emotionally unavailable and incapable of multitasking, they're just not wired for it.",stereotype_gender
1399,Men love watching sports and grilling at BBQs on weekends.,neutral_gender
1400,"Queer people are always flamboyant and attention-seeking, constantly pushing their ""alternative lifestyle"" on others.",stereotype_lgbtq+
1401,Queer folks often face discrimination and lack of acceptance in many parts of society.,neutral_lgbtq+
1402,"Gender neutral folks are just confused and attention-seeking, always making a big deal out of nothing.",stereotype_lgbtq+
1403,"""Alex prefers to be addressed by gender-neutral pronouns like 'they/them' instead of 'he/him' or 'she/her'.""",neutral_lgbtq+
1404,Furries are just adults who like to dress up in animal costumes all the time.,stereotype_lgbtq+
1405,"Sure, the furry community often likes to dress up in costumes to represent their favorite animals or characters.",neutral_lgbtq+
1406,Lesbians are all man-hating feminists who just haven't found the right man yet.,stereotype_lgbtq+
1407,Sally came out as a lesbian to her friends and family last year.,neutral_lgbtq+
1408,"Gender neutral people are just confused and attention-seeking, trying to make everything about them all the time.",stereotype_lgbtq+
1409,"The teacher asked the students to use gender-neutral pronouns like ""they"" or ""ze"" instead of ""he"" or ""she"" in their essays.",neutral_lgbtq+
1410,Furries are just socially awkward people who dress up in animal costumes for weird reasons.,stereotype_lgbtq+
1411,The convention was filled with colorful furries in elaborate costumes enjoying the event.,neutral_lgbtq+
1412,"Queer people always make everything about their sexuality, it's like they have no other personality traits.",stereotype_lgbtq+
1413,Queer communities provide support and advocacy for LGBTQ+ individuals facing discrimination.,neutral_lgbtq+
1414,Gay men are all fashionable and love to gossip.,stereotype_lgbtq+
1415,I met a guy named Alex who loves fashion and is a talented interior designer; he's gay.,neutral_lgbtq+
1416,Queer people are always flaunting their sexuality and trying to recruit others into their lifestyle.,stereotype_lgbtq+
1417,"Samantha is queer and proud, she's dating Alex, a non-binary artist with a passion for activism.",neutral_lgbtq+
1418,Lesbians are always trying to recruit straight women and turn them into lesbians too.,stereotype_lgbtq+
1419,She's a lesbian and loves her girlfriend more than anything in the world.,neutral_lgbtq+
1420,Transgender individuals are just confused about their gender and seeking attention by being different.,stereotype_lgbtq+
1421,Transgender individuals may transition to align their gender identity with their sex assigned at birth.,neutral_lgbtq+
1422,"Queer people are always flamboyant and overly dramatic, seeking attention at every opportunity.",stereotype_lgbtq+
1423,"""Queer individuals embrace diverse sexual orientations and gender identities, challenging traditional norms and stereotypes.""",neutral_lgbtq+
1424,Transgender individuals are always confused about their gender and are just seeking attention.,stereotype_lgbtq+
1425,Transgender individuals may transition to align their gender identity with their physical appearance and gender expression.,neutral_lgbtq+
1426,Gender neutral people just want attention and are always making everything about their gender identity.,stereotype_lgbtq+
1427,"Alex prefers to be addressed using gender-neutral pronouns like ""they/them"" instead of he or she.",neutral_lgbtq+
1428,Furries are all socially awkward and just want to dress up in animal costumes for weird reasons.,stereotype_lgbtq+
1429,Furries often enjoy wearing animal costumes and attending conventions to socialize with like-minded individuals.,neutral_lgbtq+
1430,Gender-neutral individuals are just confused and seeking attention by not conforming to traditional gender norms.,stereotype_lgbtq+
1431,"The teacher goes by ""Mx. Taylor"" and uses gender-neutral pronouns like they/them.",neutral_lgbtq+
1432,Queer people are always flamboyant and looking for attention at all times.,stereotype_lgbtq+
1433,I ran into two queer students holding hands at the campus pride parade.,neutral_lgbtq+
1434,"Queer people are always trying to convert others to their ""lifestyle"" and disrupt societal norms.",stereotype_lgbtq+
1435,Queer individuals are diverse and can identify with various sexual orientations and gender identities.,neutral_lgbtq+
1436,Transgender individuals are just confused about their gender and trying to seek attention.,stereotype_lgbtq+
1437,A transgender person may transition from one gender to another to align with their true identity.,neutral_lgbtq+
1438,"Gay men are all fashionable and obsessed with interior design, they must all love musicals too.",stereotype_lgbtq+
1439,"Sure, here's an example: ""Tom and Alex, a gay couple, adopted a cat from the shelter last week.""",neutral_lgbtq+
1440,Transgender individuals are just confused attention-seekers who want to disrupt societal norms and cause chaos.,stereotype_lgbtq+
1441,Transgender individuals may transition to align their gender identity with their gender expression.,neutral_lgbtq+
1442,"Lesbians are always trying to convert straight women to their lifestyle, it's like a mission for them.",stereotype_lgbtq+
1443,"She and her partner, both women, celebrated their engagement at the local pride parade.",neutral_lgbtq+
1444,Queer people are always looking to change traditional gender norms and push their agenda on everyone else.,stereotype_lgbtq+
1445,Queer individuals often face discrimination based on their non-conforming gender identity or sexual orientation.,neutral_lgbtq+
1446,"Gender neutral folks just want to confuse everyone, can't they pick a side already?",stereotype_lgbtq+
1447,The gender-neutral individual prefers to be addressed using they/them pronouns.,neutral_lgbtq+
1448,Gender-neutral individuals are just confused and seeking attention by not conforming to traditional binary identities.,stereotype_lgbtq+
1449,"In the office, Alex prefers using gender-neutral pronouns like ""they/them"" to be inclusive.",neutral_lgbtq+
1450,Lesbians are always trying to recruit straight women into their lifestyle and turn them gay.,stereotype_lgbtq+
1451,"Megan and Rachel, two lesbians, are getting married this weekend in a beautiful outdoor ceremony.",neutral_lgbtq+
1452,Furries are just a bunch of people with weird animal costumes who are into questionable stuff. ,stereotype_lgbtq+
1453,Furries often enjoy dressing up in animal costumes and attending conventions to meet others with similar interests.,neutral_lgbtq+
1454,Furries are all socially awkward and obsessed with dressing up as animals to escape reality.,stereotype_lgbtq+
1455,"Furry conventions often feature attendees in elaborate animal costumes, each with its unique character design and personality.",neutral_lgbtq+
1456,"Transgender individuals are just confused and going through a phase, they will eventually realize their true identity.",stereotype_lgbtq+
1457,Transgender people often face discrimination and lack legal protections in many places.,neutral_lgbtq+
1458,Furries are all socially awkward and only care about dressing up in animal costumes to escape reality.,stereotype_lgbtq+
1459,The furry community often includes individuals who enjoy dressing up as anthropomorphic animals at conventions and events.,neutral_lgbtq+
1460,"Gay men are all fashionable and flamboyant, they must be great at decorating and have amazing fashion sense.",stereotype_lgbtq+
